Taille;Morphologie;Methode;Nb_visites;Temps
5000;ABR_presque_complet;Naif;14975;0.000064000
5000;ABR_presque_complet;Definition;5000;0.000026000
5000;ABR_presque_complet;Infixe;5000;0.000033000
5000;non_ABR_presque_complet;Naif;15;0.000001000
5000;non_ABR_presque_complet;Definition;13;0.000000000
5000;non_ABR_presque_complet;Infixe;13;0.000000000
5000;non_ABR_presque_complet;Naif;15;0.000001000
5000;non_ABR_presque_complet;Definition;13;0.000000000
5000;non_ABR_presque_complet;Infixe;13;0.000001000
5000;non_ABR_presque_complet;Naif;15;0.000001000
5000;non_ABR_presque_complet;Definition;13;0.000001000
5000;non_ABR_presque_complet;Infixe;13;0.000001000
5000;non_ABR_presque_complet;Naif;15;0.000001000
5000;non_ABR_presque_complet;Definition;13;0.000000000
5000;non_ABR_presque_complet;Infixe;13;0.000001000
5000;non_ABR_presque_complet;Naif;15;0.000001000
5000;non_ABR_presque_complet;Definition;13;0.000000000
5000;non_ABR_presque_complet;Infixe;13;0.000001000
5000;ABR_quelconque;Naif;14976;0.000157000
5000;ABR_quelconque;Definition;5000;0.000067000
5000;ABR_quelconque;Infixe;5000;0.000080000
5000;ABR_quelconque;Naif;14985;0.000144000
5000;ABR_quelconque;Definition;5000;0.000072000
5000;ABR_quelconque;Infixe;5000;0.000078000
5000;ABR_quelconque;Naif;14982;0.000140000
5000;ABR_quelconque;Definition;5000;0.000063000
5000;ABR_quelconque;Infixe;5000;0.000077000
5000;ABR_quelconque;Naif;14978;0.000141000
5000;ABR_quelconque;Definition;5000;0.000063000
5000;ABR_quelconque;Infixe;5000;0.000079000
5000;ABR_quelconque;Naif;14982;0.000143000
5000;ABR_quelconque;Definition;5000;0.000062000
5000;ABR_quelconque;Infixe;5000;0.000077000
5000;non_ABR_quelconque;Naif;53;0.000000000
5000;non_ABR_quelconque;Definition;24;0.000000000
5000;non_ABR_quelconque;Infixe;8;0.000001000
5000;non_ABR_quelconque;Naif;11;0.000001000
5000;non_ABR_quelconque;Definition;9;0.000000000
5000;non_ABR_quelconque;Infixe;9;0.000000000
5000;non_ABR_quelconque;Naif;13;0.000000000
5000;non_ABR_quelconque;Definition;10;0.000001000
5000;non_ABR_quelconque;Infixe;10;0.000000000
5000;non_ABR_quelconque;Naif;13;0.000001000
5000;non_ABR_quelconque;Definition;11;0.000001000
5000;non_ABR_quelconque;Infixe;10;0.000001000
5000;non_ABR_quelconque;Naif;15;0.000000000
5000;non_ABR_quelconque;Definition;14;0.000001000
5000;non_ABR_quelconque;Infixe;14;0.000001000
10000;ABR_presque_complet;Naif;29973;0.000128000
10000;ABR_presque_complet;Definition;10000;0.000051000
10000;ABR_presque_complet;Infixe;10000;0.000066000
10000;ABR_presque_complet;Naif;29973;0.000127000
10000;ABR_presque_complet;Definition;10000;0.000051000
10000;ABR_presque_complet;Infixe;10000;0.000065000
10000;ABR_presque_complet;Naif;29973;0.000126000
10000;ABR_presque_complet;Definition;10000;0.000050000
10000;ABR_presque_complet;Infixe;10000;0.000065000
10000;ABR_presque_complet;Naif;29973;0.000125000
10000;ABR_presque_complet;Definition;10000;0.000051000
10000;ABR_presque_complet;Infixe;10000;0.000065000
10000;ABR_presque_complet;Naif;29973;0.000125000
10000;ABR_presque_complet;Definition;10000;0.000051000
10000;ABR_presque_complet;Infixe;10000;0.000065000
10000;non_ABR_presque_complet;Naif;16;0.000000000
10000;non_ABR_presque_complet;Definition;14;0.000000000
10000;non_ABR_presque_complet;Infixe;14;0.000000000
10000;non_ABR_presque_complet;Naif;16;0.000001000
10000;non_ABR_presque_complet;Definition;14;0.000001000
10000;non_ABR_presque_complet;Infixe;14;0.000001000
10000;non_ABR_presque_complet;Naif;16;0.000001000
10000;non_ABR_presque_complet;Definition;14;0.000000000
10000;non_ABR_presque_complet;Infixe;14;0.000000000
10000;non_ABR_presque_complet;Naif;16;0.000000000
10000;non_ABR_presque_complet;Definition;14;0.000000000
10000;non_ABR_presque_complet;Infixe;14;0.000001000
10000;non_ABR_presque_complet;Naif;16;0.000000000
10000;non_ABR_presque_complet;Definition;14;0.000001000
10000;non_ABR_presque_complet;Infixe;14;0.000000000
10000;ABR_quelconque;Naif;29985;0.000295000
10000;ABR_quelconque;Definition;10000;0.000127000
10000;ABR_quelconque;Infixe;10000;0.000151000
10000;ABR_quelconque;Naif;29986;0.000280000
10000;ABR_quelconque;Definition;10000;0.000125000
10000;ABR_quelconque;Infixe;10000;0.000167000
10000;ABR_quelconque;Naif;29981;0.000285000
10000;ABR_quelconque;Definition;10000;0.000125000
10000;ABR_quelconque;Infixe;10000;0.000153000
10000;ABR_quelconque;Naif;29980;0.000295000
10000;ABR_quelconque;Definition;10000;0.000125000
10000;ABR_quelconque;Infixe;10000;0.000154000
10000;ABR_quelconque;Naif;29967;0.000283000
10000;ABR_quelconque;Definition;10000;0.000136000
10000;ABR_quelconque;Infixe;10000;0.000162000
10000;non_ABR_quelconque;Naif;19;0.000000000
10000;non_ABR_quelconque;Definition;16;0.000000000
10000;non_ABR_quelconque;Infixe;14;0.000000000
10000;non_ABR_quelconque;Naif;14;0.000001000
10000;non_ABR_quelconque;Definition;5;0.000000000
10000;non_ABR_quelconque;Infixe;5;0.000000000
10000;non_ABR_quelconque;Naif;15;0.000001000
10000;non_ABR_quelconque;Definition;12;0.000000000
10000;non_ABR_quelconque;Infixe;12;0.000000000
10000;non_ABR_quelconque;Naif;9;0.000000000
10000;non_ABR_quelconque;Definition;8;0.000000000
10000;non_ABR_quelconque;Infixe;8;0.000000000
10000;non_ABR_quelconque;Naif;14;0.000001000
10000;non_ABR_quelconque;Definition;11;0.000000000
10000;non_ABR_quelconque;Infixe;11;0.000000000
20000;ABR_presque_complet;Naif;59971;0.000259000
20000;ABR_presque_complet;Definition;20000;0.000102000
20000;ABR_presque_complet;Infixe;20000;0.000131000
20000;ABR_presque_complet;Naif;59971;0.000248000
20000;ABR_presque_complet;Definition;20000;0.000108000
20000;ABR_presque_complet;Infixe;20000;0.000130000
20000;ABR_presque_complet;Naif;59971;0.000270000
20000;ABR_presque_complet;Definition;20000;0.000101000
20000;ABR_presque_complet;Infixe;20000;0.000135000
20000;ABR_presque_complet;Naif;59971;0.000267000
20000;ABR_presque_complet;Definition;20000;0.000101000
20000;ABR_presque_complet;Infixe;20000;0.000130000
20000;ABR_presque_complet;Naif;59971;0.000254000
20000;ABR_presque_complet;Definition;20000;0.000100000
20000;ABR_presque_complet;Infixe;20000;0.000130000
20000;non_ABR_presque_complet;Naif;17;0.000001000
20000;non_ABR_presque_complet;Definition;15;0.000001000
20000;non_ABR_presque_complet;Infixe;15;0.000001000
20000;non_ABR_presque_complet;Naif;17;0.000001000
20000;non_ABR_presque_complet;Definition;15;0.000000000
20000;non_ABR_presque_complet;Infixe;15;0.000000000
20000;non_ABR_presque_complet;Naif;17;0.000001000
20000;non_ABR_presque_complet;Definition;15;0.000001000
20000;non_ABR_presque_complet;Infixe;15;0.000001000
20000;non_ABR_presque_complet;Naif;17;0.000001000
20000;non_ABR_presque_complet;Definition;15;0.000001000
20000;non_ABR_presque_complet;Infixe;15;0.000000000
20000;non_ABR_presque_complet;Naif;17;0.000000000
20000;non_ABR_presque_complet;Definition;15;0.000001000
20000;non_ABR_presque_complet;Infixe;15;0.000000000
20000;ABR_quelconque;Naif;59972;0.000561000
20000;ABR_quelconque;Definition;20000;0.000257000
20000;ABR_quelconque;Infixe;20000;0.000310000
20000;ABR_quelconque;Naif;59979;0.000574000
20000;ABR_quelconque;Definition;20000;0.000249000
20000;ABR_quelconque;Infixe;20000;0.000323000
20000;ABR_quelconque;Naif;59980;0.000556000
20000;ABR_quelconque;Definition;20000;0.000258000
20000;ABR_quelconque;Infixe;20000;0.000314000
20000;ABR_quelconque;Naif;59978;0.000565000
20000;ABR_quelconque;Definition;20000;0.000248000
20000;ABR_quelconque;Infixe;20000;0.000307000
20000;ABR_quelconque;Naif;59978;0.000558000
20000;ABR_quelconque;Definition;20000;0.000256000
20000;ABR_quelconque;Infixe;20000;0.000308000
20000;non_ABR_quelconque;Naif;9;0.000001000
20000;non_ABR_quelconque;Definition;8;0.000000000
20000;non_ABR_quelconque;Infixe;8;0.000001000
20000;non_ABR_quelconque;Naif;32;0.000001000
20000;non_ABR_quelconque;Definition;11;0.000001000
20000;non_ABR_quelconque;Infixe;11;0.000000000
20000;non_ABR_quelconque;Naif;10;0.000001000
20000;non_ABR_quelconque;Definition;8;0.000000000
20000;non_ABR_quelconque;Infixe;8;0.000001000
20000;non_ABR_quelconque;Naif;19;0.000001000
20000;non_ABR_quelconque;Definition;5;0.000001000
20000;non_ABR_quelconque;Infixe;5;0.000001000
20000;non_ABR_quelconque;Naif;15;0.000001000
20000;non_ABR_quelconque;Definition;14;0.000001000
20000;non_ABR_quelconque;Infixe;14;0.000000000
